reporting_month,account_id,product,tenure_months,credit_limit,spend,balance,revolve_balance,delinquency_bucket
2023-01-01,101278,Low APR,32,2500,0.0,870.52,0.0,Current
2023-01-01,101279,Student,104,2500,83.7,874.67,0.0,Current
2023-01-01,101280,Low APR,89,15000,35.58,7734.26,4221.62,1-29 DPD
2023-01-01,101281,Low APR,90,1000,251.77,65.95,49.66,Current
2023-01-01,101282,Travel Reward,116,1000,0.0,100.94,0.0,Current
2023-01-01,101283,Low APR,19,1000,581.16,88.51,74.53,Current
2023-01-01,101284,Cashback,89,5000,217.87,2005.72,0.0,30-59 DPD
2023-01-01,101285,Travel Reward,39,15000,75.44,7003.28,2473.75,Current
2023-01-01,101286,Student,40,2500,601.07,1368.98,0.0,Current
2023-01-01,101287,Student,13,5000,390.96,1079.63,568.65,Current
2023-01-01,101288,Travel Reward,15,5000,2260.45,2099.02,0.0,Current
2023-01-01,101289,Cashback,23,2500,146.07,1580.66,0.0,Current
2023-01-01,101290,Student,3,5000,37.43,846.49,303.53,Current
2023-01-01,101291,Travel Reward,90,1000,800.0,258.91,0.0,Current
2023-01-01,101292,Low APR,48,25000,25.29,10579.95,0.0,Current
2023-01-01,101293,Cashback,50,2500,326.56,239.58,112.89,Current
2023-01-01,101294,Cashback,18,10000,0.0,3463.1,1845.43,1-29 DPD
2023-01-01,101295,Cashback,48,10000,28.41,1654.86,0.0,Current
2023-01-01,101296,Cashback,92,15000,120.69,2753.73,2172.62,Current
2023-01-01,101297,Travel Reward,17,10000,23.58,2076.57,0.0,Current
2023-01-01,101298,Cashback,48,5000,0.0,981.04,0.0,Current
2023-01-01,101299,Travel Reward,55,5000,121.7,850.34,389.84,Current
2023-01-01,101300,Cashback,76,5000,0.0,1659.09,1079.38,Current
2023-01-01,101301,Travel Reward,39,10000,36.86,302.72,233.02,Current
2023-01-01,101302,Low APR,72,5000,89.27,2744.57,759.06,Current
2023-01-01,101303,Travel Reward,33,2500,85.46,343.85,0.0,Current
2023-01-01,101304,Cashback,90,2500,0.0,1118.28,849.47,Current
2023-01-01,101305,Low APR,75,5000,0.0,1629.9,0.0,Current
2023-01-01,101306,Low APR,22,5000,245.69,1794.83,1405.95,Current
2023-01-01,101307,Cashback,105,15000,0.0,5032.09,0.0,Current
2023-01-01,101308,Cashback,79,1000,606.36,355.03,69.08,Current
2023-01-01,101309,Low APR,34,5000,98.12,1196.97,0.0,Current
2023-01-01,101310,Cashback,19,15000,274.79,1366.02,0.0,Current
2023-01-01,101311,Cashback,116,10000,28.36,1629.03,0.0,1-29 DPD
2023-01-01,101312,Cashback,78,1000,0.0,296.83,150.27,Current
2023-01-01,101313,Cashback,118,5000,2.2,1974.61,0.0,Current
2023-01-01,101314,Cashback,14,15000,292.09,7500.91,0.0,Current
2023-01-01,101315,Cashback,68,10000,17.21,2830.6,0.0,Current
2023-01-01,101316,Student,25,2500,1199.36,176.45,0.0,Current
2023-01-01,101317,Cashback,111,15000,285.06,1852.57,793.5,Current
2023-01-01,101318,Cashback,32,2500,396.89,191.44,91.68,Current
2023-01-01,101319,Travel Reward,85,15000,52.03,6141.44,3909.61,Current
2023-01-01,101320,Cashback,47,1000,358.44,524.23,0.0,60-89 DPD
2023-01-01,101321,Cashback,73,5000,0.0,1712.43,494.37,Current
2023-01-01,101322,Cashback,83,1000,798.22,563.4,99.08,Current
2023-01-01,101323,Low APR,116,10000,0.0,5272.43,0.0,Current
2023-01-01,101324,Cashback,91,2500,707.91,1163.62,0.0,Current
2023-01-01,101325,Travel Reward,103,15000,191.72,4555.92,0.0,Current
2023-01-01,101326,Travel Reward,33,2500,0.0,71.65,0.0,Current
2023-01-01,101327,Travel Reward,55,15000,13.04,6335.61,4344.63,Current
2023-01-01,101328,Low APR,83,15000,0.0,5216.0,0.0,Current
2023-01-01,101329,Low APR,75,5000,178.01,699.97,0.0,Current
2023-01-01,101330,Low APR,55,5000,0.0,792.77,0.0,Current
2023-01-01,101331,Low APR,113,25000,10.14,10203.0,0.0,1-29 DPD
2023-01-01,101332,Cashback,8,1000,38.3,415.64,0.0,Current
2023-01-01,101333,Cashback,73,2500,232.74,90.2,14.42,Current
2023-01-01,101334,Cashback,113,5000,182.34,1809.34,1370.52,Current
2023-01-01,101335,Low APR,70,5000,1409.25,625.61,355.95,Current
2023-01-01,101336,Student,51,10000,0.0,2023.71,0.0,Current
2023-01-01,101337,Cashback,83,5000,51.24,1384.66,0.0,Current
2023-01-01,101338,Student,107,15000,118.08,3119.01,1761.23,Current
2023-01-01,101339,Cashback,43,10000,147.23,1592.71,0.0,Current
2023-01-01,101340,Low APR,115,15000,49.87,565.48,0.0,Current
2023-01-01,101341,Travel Reward,9,25000,0.0,11012.54,1415.14,Current
2023-01-01,101342,Travel Reward,40,5000,26.27,663.5,132.47,Current
2023-01-01,101343,Low APR,108,15000,0.0,5165.3,0.0,Current
2023-01-01,101344,Low APR,100,15000,21.83,1747.67,0.0,Current
2023-01-01,101345,Cashback,118,5000,0.0,745.22,0.0,Current
2023-01-01,101346,Travel Reward,55,10000,0.0,661.33,85.86,30-59 DPD
2023-01-01,101347,Low APR,115,10000,0.0,1707.89,0.0,Current
2023-01-01,101348,Travel Reward,69,5000,195.48,2212.21,1180.53,Current
2023-01-01,101349,Cashback,87,10000,0.0,3527.09,2102.43,Current
2023-01-01,101350,Travel Reward,73,2500,0.0,328.67,82.25,Current
2023-01-01,101351,Travel Reward,88,10000,0.0,2231.79,1731.43,Current
2023-01-01,101352,Cashback,10,5000,120.18,1118.61,591.8,Current
2023-01-01,101353,Low APR,30,15000,0.0,3024.65,1254.54,Current
2023-01-01,101354,Low APR,9,2500,394.67,577.85,332.81,Current
2023-01-01,101355,Cashback,56,10000,1027.66,2394.32,0.0,Current
2023-01-01,101356,Low APR,66,10000,0.0,3290.0,0.0,Current
2023-01-01,101357,Low APR,82,5000,191.43,566.89,378.49,30-59 DPD
2023-01-01,101358,Travel Reward,28,5000,1366.78,1672.96,0.0,Current
2023-01-01,101359,Travel Reward,26,5000,130.71,2376.16,0.0,Current
2023-01-01,101360,Cashback,50,5000,243.83,1149.45,0.0,30-59 DPD
2023-01-01,101361,Cashback,88,1000,800.0,268.2,0.0,Current
2023-01-01,101362,Cashback,60,10000,54.15,3148.27,0.0,Current
2023-01-01,101363,Student,13,15000,1672.68,7284.25,2219.12,Current
2023-01-01,101364,Cashback,44,5000,0.0,4500.0,4500.0,90+ DPD
2023-01-01,101365,Cashback,62,10000,6.57,2463.03,0.0,Current
2023-01-01,101366,Student,118,5000,749.03,325.47,0.0,Current
2023-01-01,101367,Low APR,118,10000,0.0,2136.52,1524.56,Current
2023-01-01,101368,Travel Reward,113,5000,0.0,1175.95,0.0,Current
2023-01-01,101369,Low APR,69,2500,99.39,648.48,0.0,Current
2023-01-01,101370,Cashback,55,1000,0.0,114.11,0.0,1-29 DPD
2023-01-01,101371,Student,51,5000,0.0,2373.44,0.0,Current
2023-01-01,101372,Cashback,97,1000,0.0,382.13,0.0,Current
2023-01-01,101373,Low APR,103,10000,1570.84,1274.71,0.0,Current
2023-01-01,101374,Cashback,25,15000,153.61,5853.52,588.28,1-29 DPD
2023-01-01,101375,Low APR,59,25000,1195.42,10564.0,3762.33,Current
2023-01-01,101376,Travel Reward,75,2500,433.69,411.16,308.61,Current
2023-01-01,101377,Travel Reward,9,10000,852.75,7227.04,1254.4,Current
2023-01-01,101378,Cashback,59,5000,0.0,1169.04,0.0,Current
2023-01-01,101379,Travel Reward,32,10000,3.67,3205.33,1855.97,Current
2023-01-01,101380,Low APR,39,15000,120.1,4541.56,0.0,Current
2023-01-01,101381,Cashback,5,10000,69.08,4475.49,0.0,Current
2023-01-01,101382,Low APR,114,15000,155.42,2473.57,273.94,Current
2023-01-01,101383,Cashback,22,15000,195.03,5033.02,1701.21,Current
2023-01-01,101384,Student,25,10000,0.0,1950.21,0.0,Current
2023-01-01,101385,Travel Reward,78,15000,108.87,1689.2,964.14,Current
2023-01-01,101386,Cashback,18,15000,46.08,859.82,193.54,Current
2023-01-01,101387,Low APR,65,5000,242.51,421.9,0.0,Current
2023-01-01,101388,Travel Reward,9,5000,11.78,26.77,14.7,Current
2023-01-01,101389,Cashback,30,15000,39.39,2721.7,1957.13,Current
2023-01-01,101390,Travel Reward,39,15000,12000.0,3937.64,942.16,Current
2023-01-01,101391,Low APR,102,15000,0.0,5599.75,2017.39,Current
2023-01-01,101392,Low APR,80,2500,0.0,541.64,287.45,Current
2023-01-01,101393,Travel Reward,21,10000,201.28,614.84,442.48,Current
2023-01-01,101394,Low APR,102,5000,0.0,1762.49,1007.36,Current
2023-01-01,101395,Cashback,113,1000,48.25,152.79,0.0,Current
2023-01-01,101396,Travel Reward,74,1000,41.46,209.6,139.07,Current
2023-01-01,101397,Low APR,97,15000,77.45,2361.92,0.0,Current
2023-01-01,101398,Student,14,10000,447.33,3886.31,0.0,Current
2023-01-01,101399,Student,38,10000,0.0,6015.41,1096.61,1-29 DPD
2023-01-01,101400,Cashback,110,2500,0.0,297.24,0.0,Current
2023-01-01,101401,Cashback,6,5000,83.69,382.29,293.83,Current
2023-01-01,101402,Low APR,85,1000,237.4,485.19,0.0,Current
2023-01-01,101403,Low APR,29,2500,205.86,358.68,228.03,Current
2023-01-01,101404,Low APR,36,1000,740.68,267.36,0.0,Current
2023-01-01,101405,Cashback,86,10000,0.0,3246.41,1989.48,Current
2023-01-01,101406,Cashback,107,15000,0.0,8295.31,0.0,Current
2023-01-01,101407,Cashback,32,2500,0.0,46.26,41.39,Current
2023-01-01,101408,Cashback,87,5000,0.0,1715.58,0.0,Current
2023-01-01,101409,Student,83,2500,72.93,243.75,168.29,Current
2023-01-01,101410,Cashback,1,2500,74.22,266.37,132.08,1-29 DPD
2023-01-01,101411,Cashback,79,5000,462.3,242.9,0.0,Current
2023-01-01,101412,Cashback,18,1000,0.0,346.98,0.0,Current
2023-01-01,101413,Cashback,40,15000,0.0,4401.26,3458.74,Current
2023-01-01,101414,Travel Reward,44,15000,0.0,5704.84,0.0,1-29 DPD
2023-01-01,101415,Cashback,109,2500,568.94,1097.31,0.0,Current
2023-01-01,101416,Cashback,102,5000,5.11,1291.1,176.8,Current
2023-01-01,101417,Travel Reward,24,25000,131.09,9657.15,0.0,Current
2023-01-01,101418,Travel Reward,18,15000,0.0,5851.01,4547.18,Current
2023-01-01,101419,Low APR,6,10000,699.81,1053.59,0.0,Current
2023-01-01,101420,Cashback,109,5000,0.0,4500.0,4500.0,90+ DPD
2023-01-01,101421,Cashback,106,15000,0.0,2139.63,1754.92,Current
2023-01-01,101422,Travel Reward,33,15000,1.55,725.16,0.0,Current
2023-01-01,101423,Student,32,5000,113.44,1479.16,1299.49,Current
2023-01-01,101424,Travel Reward,104,15000,3.84,3223.79,1015.08,1-29 DPD
2023-01-01,101425,Cashback,117,5000,128.53,657.97,0.0,Current
2023-01-01,101426,Cashback,26,10000,91.33,316.64,0.0,Current
2023-01-01,101427,Cashback,55,15000,30.08,393.31,0.0,Current
2023-01-01,101428,Cashback,69,15000,0.0,592.69,309.78,Current
2023-01-01,101429,Cashback,49,5000,0.0,950.32,278.79,Current
2023-01-01,101430,Cashback,12,5000,0.0,4500.0,4500.0,90+ DPD
2023-01-01,101431,Low APR,52,15000,200.48,4316.66,0.0,Current
2023-01-01,101432,Cashback,5,10000,0.0,2395.33,0.0,Current
2023-01-01,101433,Travel Reward,84,5000,281.05,1148.46,0.0,1-29 DPD
2023-01-01,101434,Student,76,15000,49.05,6662.75,0.0,Current
2023-01-01,101435,Cashback,90,5000,0.0,1913.59,1627.76,Current
2023-01-01,101436,Student,117,5000,0.0,1483.09,1236.39,1-29 DPD
2023-01-01,101437,Cashback,54,1000,0.0,139.12,0.0,Current
2023-01-01,101438,Student,64,1000,0.0,214.26,0.0,1-29 DPD
2023-01-01,101439,Travel Reward,12,10000,31.69,848.65,308.45,Current
2023-01-01,101440,Low APR,73,10000,98.36,498.05,0.0,Current
2023-01-01,101441,Travel Reward,65,2500,300.71,1494.03,302.78,Current
2023-01-01,101442,Travel Reward,43,25000,0.0,7040.05,1686.04,Current
2023-01-01,101443,Cashback,36,10000,10.35,257.69,0.0,Current
2023-01-01,101444,Low APR,25,5000,538.47,3232.84,1563.63,30-59 DPD
2023-01-01,101445,Low APR,74,10000,382.94,2378.66,0.0,Current
2023-01-01,101446,Low APR,91,5000,544.63,294.43,0.0,Current
2023-01-01,101447,Travel Reward,30,2500,0.0,485.11,0.0,1-29 DPD
2023-01-01,101448,Cashback,4,2500,11.0,1182.3,504.78,Current
2023-01-01,101449,Cashback,79,5000,0.0,2514.62,0.0,Current
2023-01-01,101450,Cashback,64,15000,758.86,11559.3,8779.72,Current
2023-01-01,101451,Cashback,46,10000,27.16,4333.25,2270.61,Current
2023-01-01,101452,Travel Reward,31,2500,2000.0,525.15,0.0,1-29 DPD
2023-01-01,101453,Cashback,96,15000,0.0,4329.64,3223.05,Current
2023-01-01,101454,Travel Reward,33,10000,52.42,3097.45,527.61,30-59 DPD
2023-01-01,101455,Travel Reward,27,2500,76.09,942.9,0.0,60-89 DPD
2023-01-01,101456,Cashback,69,2500,0.0,493.74,0.0,30-59 DPD
2023-01-01,101457,Low APR,4,5000,16.55,1309.25,0.0,Current
2023-01-01,101458,Cashback,91,10000,43.1,1283.5,1011.45,Current
2023-01-01,101459,Low APR,15,2500,198.45,389.64,0.0,Current
2023-01-01,101460,Travel Reward,98,2500,20.6,1183.5,0.0,Current
2023-01-01,101461,Low APR,89,2500,0.0,994.67,773.54,Current
2023-01-01,101462,Low APR,89,5000,305.11,1684.28,261.67,Current
2023-01-01,101463,Student,81,1000,154.75,114.56,49.1,Current
2023-01-01,101464,Cashback,70,5000,527.29,2080.9,1012.19,1-29 DPD
2023-01-01,101465,Travel Reward,44,5000,96.93,2411.59,0.0,Current
2023-01-01,101466,Cashback,70,5000,34.18,1781.74,1478.22,Current
2023-01-01,101467,Cashback,67,5000,60.2,1127.76,0.0,Current
2023-01-01,101468,Travel Reward,61,5000,39.46,2216.27,0.0,Current
2023-01-01,101469,Cashback,117,15000,400.02,3737.96,0.0,60-89 DPD
2023-01-01,101470,Low APR,13,15000,356.65,4133.48,2332.58,Current
2023-01-01,101471,Cashback,58,25000,210.83,11454.17,5680.12,Current
2023-01-01,101472,Low APR,40,5000,711.81,1522.66,1272.84,Current
2023-01-01,101473,Low APR,51,2500,85.49,322.6,0.0,Current
2023-01-01,101474,Cashback,54,25000,601.25,5847.95,0.0,Current
2023-01-01,101475,Cashback,51,1000,800.0,188.7,75.95,Current
2023-01-01,101476,Student,108,25000,0.0,15540.93,0.0,Current
2023-01-01,101477,Cashback,53,15000,0.0,13500.0,13500.0,Charge-off
2023-01-01,101478,Student,37,10000,0.0,9000.0,9000.0,90+ DPD
2023-01-01,101479,Travel Reward,44,1000,57.61,114.29,90.79,Current
2023-01-01,101480,Travel Reward,19,5000,145.61,1860.93,0.0,Current
2023-01-01,101481,Student,70,5000,264.92,1492.97,765.85,Current
2023-01-01,101482,Travel Reward,34,15000,0.0,3971.66,0.0,Current
2023-01-01,101483,Cashback,54,15000,0.0,1997.79,286.76,Current
2023-01-01,101484,Cashback,89,5000,146.43,1241.24,813.98,Current
2023-01-01,101485,Cashback,92,10000,45.87,8455.82,4180.13,Current
2023-01-01,101486,Travel Reward,60,2500,52.26,258.48,53.2,Current
2023-01-01,101487,Low APR,25,5000,0.0,596.28,291.84,Current
2023-01-01,101488,Student,97,10000,38.42,5276.82,0.0,Current
2023-01-01,101489,Travel Reward,67,2500,0.0,2250.0,2250.0,Charge-off
2023-01-01,101490,Cashback,65,1000,1.55,319.08,220.03,Current
2023-01-01,101491,Cashback,86,15000,0.0,5041.56,0.0,Current
2023-01-01,101492,Low APR,14,5000,86.12,538.6,0.0,Current
2023-01-01,101493,Cashback,64,5000,555.04,1772.65,0.0,Current
2023-01-01,101494,Student,84,5000,74.25,1460.18,349.66,Current
2023-01-01,101495,Cashback,17,15000,0.0,4661.22,3103.76,Current
2023-01-01,101496,Cashback,69,5000,13.66,2491.86,0.0,30-59 DPD
2023-01-01,101497,Travel Reward,53,10000,0.0,4330.51,1834.04,Current
2023-01-01,101498,Student,116,15000,842.46,7501.77,0.0,Current
2023-01-01,101499,Travel Reward,50,15000,467.37,2867.94,2179.0,Current
2023-01-01,101500,Student,85,10000,805.12,4733.33,3877.07,Current
2023-01-01,101501,Travel Reward,71,5000,239.11,1385.71,0.0,Current
2023-01-01,101502,Travel Reward,108,25000,54.06,9876.04,0.0,Current
2023-01-01,101503,Travel Reward,98,25000,0.0,22500.0,22500.0,Charge-off
2023-01-01,101504,Travel Reward,84,5000,0.0,2623.6,0.0,Current
2023-01-01,101505,Travel Reward,73,5000,541.23,1290.91,479.74,1-29 DPD
2023-01-01,101506,Travel Reward,44,5000,201.34,1666.66,0.0,Current
2023-01-01,101507,Travel Reward,112,1000,0.0,153.14,0.0,Current
2023-01-01,101508,Low APR,15,10000,0.0,3401.49,2146.74,Current
2023-01-01,101509,Travel Reward,73,25000,287.33,12466.32,4768.86,30-59 DPD
2023-01-01,101510,Cashback,26,5000,259.2,1111.26,516.78,Current
2023-01-01,101511,Cashback,16,2500,0.0,2250.0,2250.0,90+ DPD
2023-01-01,101512,Cashback,35,25000,0.0,22500.0,22500.0,90+ DPD
2023-01-01,101513,Low APR,4,1000,257.32,103.71,54.56,Current
2023-01-01,101514,Cashback,50,5000,772.9,2884.82,0.0,Current
2023-01-01,101515,Travel Reward,95,1000,0.0,64.63,15.7,30-59 DPD
2023-01-01,101516,Travel Reward,12,5000,0.0,1269.71,0.0,Current
2023-01-01,101517,Cashback,58,10000,0.0,2780.28,0.0,Current
2023-01-01,101518,Travel Reward,80,1000,7.27,464.85,259.13,Current
2023-01-01,101519,Cashback,20,1000,220.39,235.23,0.0,Current
2023-01-01,101520,Travel Reward,113,2500,18.62,1554.51,0.0,Current
2023-01-01,101521,Low APR,91,5000,15.58,492.98,344.63,Current
2023-01-01,101522,Travel Reward,98,15000,0.0,1138.19,787.28,Current
2023-01-01,101523,Travel Reward,18,25000,0.0,6079.48,0.0,1-29 DPD
2023-01-01,101524,Travel Reward,16,5000,194.12,797.04,328.86,Current
2023-01-01,101525,Travel Reward,19,5000,0.0,2793.81,0.0,Current
2023-01-01,101526,Low APR,30,10000,0.0,4162.55,0.0,Current
2023-01-01,101527,Low APR,70,1000,137.76,424.38,128.21,Current
2023-01-01,101528,Student,41,25000,544.22,7838.63,0.0,Current
2023-01-01,101529,Travel Reward,26,5000,183.41,976.31,0.0,Current
2023-01-01,101530,Cashback,118,2500,835.01,316.53,76.97,1-29 DPD
2023-01-01,101531,Cashback,46,5000,0.0,877.19,0.0,Current
2023-01-01,101532,Travel Reward,64,2500,126.87,215.91,124.9,30-59 DPD
2023-01-01,101533,Low APR,75,5000,1058.8,460.92,154.87,Current
2023-01-01,101534,Cashback,75,1000,800.0,143.26,0.0,1-29 DPD
2023-01-01,101535,Travel Reward,41,2500,0.0,340.09,0.0,Current
2023-01-01,101536,Student,17,5000,1362.89,102.22,72.68,Current
2023-01-01,101537,Cashback,82,15000,78.22,4228.38,0.0,Current
2023-01-01,101538,Cashback,42,1000,76.37,37.33,31.14,Current
2023-01-01,101539,Cashback,75,25000,170.33,6834.94,0.0,Current
2023-01-01,101540,Travel Reward,15,10000,168.18,2129.34,1297.7,Current
2023-01-01,101541,Low APR,19,5000,417.65,1419.53,0.0,Current
2023-01-01,101542,Cashback,30,5000,106.14,1805.26,1296.66,Current
2023-01-01,101543,Cashback,39,2500,216.9,1627.31,0.0,Current
2023-01-01,101544,Cashback,72,1000,800.0,101.0,59.61,1-29 DPD
2023-01-01,101545,Cashback,85,5000,26.04,305.67,0.0,Current
2023-01-01,101546,Travel Reward,26,5000,0.0,573.29,0.0,Current
2023-01-01,101547,Travel Reward,14,25000,1196.48,13092.37,0.0,Current
2023-01-01,101548,Cashback,72,5000,176.05,1438.59,0.0,Current
2023-01-01,101549,Low APR,2,2500,81.02,168.96,0.0,Current
2023-01-01,101550,Travel Reward,94,5000,35.43,1017.74,268.0,Current
2023-01-01,101551,Cashback,30,10000,419.3,3126.09,0.0,Current
2023-01-01,101552,Travel Reward,78,5000,431.02,786.64,612.34,1-29 DPD
2023-01-01,101553,Cashback,48,1000,14.28,178.73,131.58,Current
2023-01-01,101554,Cashback,110,5000,19.66,3025.91,766.15,Current
2023-01-01,101555,Cashback,102,5000,0.0,1244.08,332.42,30-59 DPD
2023-01-01,101556,Travel Reward,116,10000,51.81,331.41,0.0,Current
2023-01-01,101557,Travel Reward,60,5000,225.07,2431.79,0.0,Current
2023-01-01,101558,Student,92,15000,8.05,5719.47,0.0,Current
2023-01-01,101559,Travel Reward,52,5000,14.47,1820.96,356.25,Current
2023-01-01,101560,Cashback,92,15000,157.92,4221.93,0.0,1-29 DPD
2023-01-01,101561,Cashback,39,25000,43.55,6221.9,0.0,Current
2023-01-01,101562,Cashback,60,2500,60.3,693.58,0.0,Current
2023-01-01,101563,Cashback,11,1000,0.0,113.62,0.0,Current
2023-01-01,101564,Low APR,35,2500,227.39,504.03,193.21,Current
2023-01-01,101565,Low APR,93,5000,1142.85,1144.45,0.0,Current
2023-01-01,101566,Travel Reward,37,2500,32.74,1407.19,185.84,Current
2023-01-01,101567,Cashback,83,5000,30.43,1371.77,0.0,Current
2023-01-01,101568,Low APR,119,2500,0.0,230.81,0.0,Current
2023-01-01,101569,Low APR,44,1000,359.67,247.92,0.0,Current
2023-01-01,101570,Cashback,30,25000,0.0,4878.35,3253.86,Current
2023-01-01,101571,Cashback,105,5000,586.24,1832.99,1035.05,Current
2023-01-01,101572,Low APR,45,1000,64.95,383.74,0.0,Current
2023-01-01,101573,Low APR,20,10000,0.0,4315.37,0.0,Current
2023-01-01,101574,Cashback,9,1000,23.35,79.42,0.0,Current
2023-01-01,101575,Travel Reward,76,10000,265.84,1553.34,986.74,Current
2023-01-01,101576,Low APR,108,5000,22.01,3049.6,0.0,Current
2023-01-01,101577,Student,16,2500,0.0,532.72,0.0,Current
2023-01-01,101578,Low APR,87,2500,304.02,577.64,228.34,Current
2023-01-01,101579,Low APR,61,5000,0.0,521.8,373.48,Current
2023-01-01,101580,Cashback,65,5000,0.0,440.99,244.38,1-29 DPD
2023-01-01,101581,Travel Reward,89,10000,1.78,1941.82,0.0,Current
2023-01-01,101582,Student,76,15000,0.0,2994.02,428.04,Current
2023-01-01,101583,Cashback,4,5000,102.86,1631.23,0.0,Current
2023-01-01,101584,Cashback,52,15000,0.0,5037.86,0.0,Current
2023-01-01,101585,Cashback,22,1000,800.0,92.96,17.29,Current
2023-01-01,101586,Travel Reward,82,10000,0.0,3705.22,2178.86,Current
2023-01-01,101587,Cashback,89,2500,0.0,312.02,0.0,Current
2023-01-01,101588,Travel Reward,79,25000,225.32,4012.71,1284.05,Current
2023-01-01,101589,Low APR,106,2500,0.0,1235.62,0.0,30-59 DPD
2023-01-01,101590,Cashback,22,2500,12.73,683.7,0.0,Current
2023-01-01,101591,Low APR,62,15000,30.25,3660.92,1862.83,Current
2023-01-01,101592,Student,35,5000,72.13,3678.62,1076.66,Current
2023-01-01,101593,Travel Reward,17,5000,0.0,1581.56,1205.38,Current
2023-01-01,101594,Student,101,10000,2890.43,2373.08,1110.74,Current
2023-01-01,101595,Low APR,27,1000,119.82,83.38,74.78,30-59 DPD
2023-01-01,101596,Cashback,96,1000,128.69,667.32,0.0,Current
2023-01-01,101597,Travel Reward,84,5000,491.17,2347.01,0.0,Current
2023-01-01,101598,Travel Reward,85,1000,110.29,63.26,0.0,Current
2023-01-01,101599,Low APR,107,2500,0.0,1241.16,1102.55,1-29 DPD
2023-01-01,101600,Low APR,70,10000,8.59,3976.37,678.51,Current
2023-01-01,101601,Cashback,46,1000,146.56,352.09,279.03,Current
2023-01-01,101602,Cashback,68,5000,0.0,606.95,0.0,Current
2023-01-01,101603,Low APR,75,5000,49.03,1998.57,0.0,Current
2023-01-01,101604,Travel Reward,90,15000,0.0,10230.67,0.0,Current
2023-01-01,101605,Cashback,107,25000,0.0,22500.0,22500.0,90+ DPD
2023-01-01,101606,Low APR,34,5000,0.0,3095.0,1501.09,Current
2023-01-01,101607,Low APR,13,2500,0.0,1361.11,0.0,Current
2023-01-01,101608,Cashback,48,15000,55.24,1078.7,123.41,Current
2023-01-01,101609,Cashback,17,5000,73.27,1063.7,0.0,Current
2023-01-01,101610,Cashback,4,2500,0.0,428.06,0.0,Current
2023-01-01,101611,Cashback,16,10000,0.0,4124.97,0.0,Current
2023-01-01,101612,Cashback,44,5000,0.0,855.12,433.25,Current
2023-01-01,101613,Travel Reward,118,15000,558.76,9532.98,0.0,Current
2023-01-01,101614,Cashback,50,5000,197.66,1418.95,0.0,Current
2023-01-01,101615,Travel Reward,113,15000,0.0,6995.2,0.0,Current
2023-01-01,101616,Low APR,58,10000,237.68,4487.43,2795.67,Current
2023-01-01,101617,Travel Reward,34,5000,0.0,1273.35,368.27,Current
2023-01-01,101618,Cashback,12,1000,0.0,299.73,0.0,Current
2023-01-01,101619,Travel Reward,31,2500,0.0,397.51,68.29,Current
2023-01-01,101620,Cashback,8,2500,0.0,1176.54,0.0,Current
2023-01-01,101621,Travel Reward,35,1000,453.7,200.55,0.0,1-29 DPD
2023-01-01,101622,Low APR,34,15000,1567.51,2014.64,1620.0,Current
2023-01-01,101623,Cashback,20,10000,11.31,1879.12,1337.01,Current
2023-01-01,101624,Cashback,6,5000,481.37,1982.41,0.0,Current
2023-01-01,101625,Cashback,5,1000,89.33,220.17,0.0,Current
2023-01-01,101626,Low APR,72,5000,0.0,526.3,0.0,Current
2023-01-01,101627,Cashback,89,2500,0.0,65.76,23.19,Current
2023-01-01,101628,Low APR,27,10000,213.84,1852.02,0.0,Current
2023-01-01,101629,Cashback,42,5000,215.64,3196.44,0.0,Current
2023-01-01,101630,Cashback,18,1000,0.0,190.66,70.09,1-29 DPD
2023-01-01,101631,Travel Reward,109,5000,68.9,729.24,537.9,1-29 DPD
2023-01-01,101632,Low APR,55,5000,164.81,1412.67,843.04,Current
2023-01-01,101633,Cashback,25,5000,795.45,435.43,251.66,Current
2023-01-01,101634,Cashback,30,10000,179.05,2218.53,0.0,Current
2023-01-01,101635,Cashback,117,5000,4000.0,1807.48,0.0,Current
2023-01-01,101636,Travel Reward,93,2500,0.0,1305.36,838.17,Current
2023-01-01,101637,Travel Reward,59,10000,34.26,3621.09,0.0,Current
2023-01-01,101638,Student,14,5000,0.0,821.34,561.35,Current
2023-01-01,101639,Cashback,111,15000,331.02,3133.8,0.0,Current
2023-01-01,101640,Cashback,99,15000,0.0,514.96,0.0,Current
2023-01-01,101641,Travel Reward,56,10000,0.0,639.46,566.77,Current
2023-01-01,101642,Student,68,15000,69.31,5899.82,3658.86,Current
2023-01-01,101643,Cashback,46,2500,155.28,870.03,0.0,Current
2023-01-01,101644,Travel Reward,105,2500,24.18,899.94,0.0,Current
2023-01-01,101645,Student,20,2500,710.77,1079.53,682.75,Current
2023-01-01,101646,Low APR,25,10000,0.0,9000.0,9000.0,90+ DPD
2023-01-01,101647,Cashback,116,15000,292.76,4508.88,3795.96,Current
2023-01-01,101648,Cashback,33,15000,136.54,421.95,0.0,Current
2023-01-01,101649,Travel Reward,99,25000,502.57,14838.87,6879.4,Current
2023-01-01,101650,Travel Reward,59,5000,63.68,812.98,0.0,Current
2023-01-01,101651,Travel Reward,101,1000,349.75,153.98,0.0,Current
2023-01-01,101652,Low APR,60,5000,30.5,27.96,22.14,Current
2023-01-01,101653,Cashback,39,10000,0.0,2466.01,0.0,Current
2023-01-01,101654,Cashback,36,2500,0.0,328.69,111.07,Current
